[INFO] [launch]: All log files can be found below /home/pi/.ros/log/2024-11-27-14-28-52-396283-drone-home-3173
[INFO] [launch]: Default logging verbosity is set to INFO
[WARNING] [imu_publisher-2]: there are now at least 2 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [drive_publisher-3]: there are now at least 3 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [drive_hardware-4]: there are now at least 4 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [visualization-5]: there are now at least 5 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [static_transform_publisher-7]: there are now at least 2 nodes with the name /drone_home1/static_transform_publisher created within this launch context
[INFO] [controller-1]: process started with pid [3181]
[INFO] [imu_publisher-2]: process started with pid [3182]
[INFO] [drive_publisher-3]: process started with pid [3183]
[INFO] [drive_hardware-4]: process started with pid [3184]
[INFO] [visualization-5]: process started with pid [3185]
[INFO] [static_transform_publisher-6]: process started with pid [3186]
[INFO] [static_transform_publisher-7]: process started with pid [3187]
[static_transform_publisher-7] [WARN] [1732735732.765445812] []: Old-style arguments are deprecated; see --help for new-style arguments
[static_transform_publisher-6] [WARN] [1732735732.765890951] []: Old-style arguments are deprecated; see --help for new-style arguments
[static_transform_publisher-6] [INFO] [1732735733.037971729] [drone_home1.static_transform_publisher]: Spinning until stopped - publishing transform
[static_transform_publisher-6] translation: ('0.000000', '0.000000', '0.000000')
[static_transform_publisher-6] rotation: ('0.000000', '0.000000', '0.000000', '1.000000')
[static_transform_publisher-6] from 'map' to 'imu_frame'
[static_transform_publisher-7] [INFO] [1732735733.038930153] [drone_home1.static_transform_publisher]: Spinning until stopped - publishing transform
[static_transform_publisher-7] translation: ('0.000000', '0.000000', '0.000000')
[static_transform_publisher-7] rotation: ('0.000000', '0.000000', '0.000000', '1.000000')
[static_transform_publisher-7] from 'map' to 'gps_sensor'
[drive_hardware-4] /usr/lib/python3/dist-packages/gpiozero/output_devices.py:1509: PWMSoftwareFallback: To reduce servo jitter, use the pigpio pin factory.See https://gpiozero.readthedocs.io/en/stable/api_output.html#servo for more info
[drive_hardware-4]   warnings.warn(PWMSoftwareFallback(
[controller-1] [INFO] [1732735735.047355907] [drone_home1.sim]: Controller running
[drive_publisher-3] [INFO] [1732735735.082363428] [drone_home1.sim]: Sent: -0.3050557531965857, 0.018048162246972636
[drive_publisher-3] [INFO] [1732735735.083917118] [drone_home1.sim]: Sent: -0.32274250299499346, 0.018048162246972636
[drive_publisher-3] [INFO] [1732735735.085213008] [drone_home1.sim]: Sent: -0.3278138665119256, 0.018048162246972636
[drive_publisher-3] [INFO] [1732735735.086421217] [drone_home1.sim]: Sent: -0.3278138665119256, 0.01690016507971124
[drive_publisher-3] [INFO] [1732735735.087609632] [drone_home1.sim]: Sent: -0.33286002102451584, 0.01690016507971124
[drive_publisher-3] [INFO] [1732735735.089029144] [drone_home1.sim]: Sent: -0.33033694376822076, 0.01690016507971124
[drive_publisher-3] [INFO] [1732735735.132202481] [drone_home1.sim]: Sent: -0.32274250299499346, 0.01690016507971124
[drive_publisher-3] [INFO] [1732735735.133918940] [drone_home1.sim]: Sent: -0.32274250299499346, 0.018048162246972636
[drive_publisher-3] [INFO] [1732735735.143086625] [drone_home1.sim]: Sent: -0.2671339907458224, 0.018048162246972636
[drive_publisher-3] [INFO] [1732735735.144810472] [drone_home1.sim]: Sent: -0.2671339907458224, 0.020318927096300392
[drive_publisher-3] [INFO] [1732735735.154037784] [drone_home1.sim]: Sent: -0.16093791175572852, 0.020318927096300392
[drive_publisher-3] [INFO] [1732735735.159315041] [drone_home1.sim]: Sent: -0.16093791175572852, 0.022602306688225667
[drive_publisher-3] [INFO] [1732735735.161029814] [drone_home1.sim]: Sent: 0.0, 0.022602306688225667
[drive_publisher-3] [INFO] [1732735735.162852619] [drone_home1.sim]: Sent: 0.0, 0.02373768911288954
[drive_publisher-3] [INFO] [1732735735.194402557] [drone_home1.sim]: Sent: 0.0, 0.02487307153755342
[drive_publisher-3] [INFO] [1732735735.211055986] [drone_home1.sim]: Sent: 0.0, 0.026021070167732894
[drive_publisher-3] [INFO] [1732735735.212827627] [drone_home1.sim]: Sent: 0.0, 0.02487307153755342
[drive_publisher-3] [INFO] [1732735735.318151783] [drone_home1.sim]: Sent: 0.0, 0.02487307153755342
[drive_publisher-3] [INFO] [1732735735.328923230] [drone_home1.sim]: Sent: 0.0, 0.026021070167732894
[drive_publisher-3] [INFO] [1732735735.335158600] [drone_home1.sim]: Sent: 0.0, 0.02715644966656061
[drive_publisher-3] [INFO] [1732735735.353400550] [drone_home1.sim]: Sent: 0.0, 0.026021070167732894
[drive_publisher-3] [INFO] [1732735735.394170356] [drone_home1.sim]: Sent: 0.0, 0.02373768911288954
[drive_publisher-3] [INFO] [1732735735.395814911] [drone_home1.sim]: Sent: 0.0, 0.018048162246972636
[drive_publisher-3] [INFO] [1732735735.411004775] [drone_home1.sim]: Sent: 0.0, 0.01690016507971124
[drive_publisher-3] [INFO] [1732735735.416947328] [drone_home1.sim]: Sent: 0.0005210142966224709, 0.01690016507971124
[drive_publisher-3] [INFO] [1732735735.418400486] [drone_home1.sim]: Sent: 0.0005210142966224709, 0.01576478265504736
[drive_publisher-3] [INFO] [1732735735.422701910] [drone_home1.sim]: Sent: 0.004002853272048714, 0.01576478265504736
[drive_publisher-3] [INFO] [1732735735.423976041] [drone_home1.sim]: Sent: 0.004002853272048714, 0.01349401780571961
[drive_publisher-3] [INFO] [1732735735.432981995] [drone_home1.sim]: Sent: 0.01621452024556607, 0.01349401780571961
[drive_publisher-3] [INFO] [1732735735.434563202] [drone_home1.sim]: Sent: 0.01621452024556607, 0.011210638213794335
[drive_publisher-3] [INFO] [1732735735.436198850] [drone_home1.sim]: Sent: 0.05282429241238214, 0.011210638213794335
[drive_publisher-3] [INFO] [1732735735.437668175] [drone_home1.sim]: Sent: 0.05282429241238214, 0.008939873364466581
[drive_publisher-3] [INFO] [1732735735.444831844] [drone_home1.sim]: Sent: 0.17668188293818024, 0.008939873364466581
[drive_publisher-3] [INFO] [1732735735.450800636] [drone_home1.sim]: Sent: 0.3074779242154453, 0.008939873364466581
[drive_publisher-3] [INFO] [1732735735.452413675] [drone_home1.sim]: Sent: 0.3074779242154453, 0.007791876197205184
[drive_publisher-3] [INFO] [1732735735.473037509] [drone_home1.sim]: Sent: 0.4278284495264716, 0.007791876197205184
[drive_publisher-3] [INFO] [1732735735.477196885] [drone_home1.sim]: Sent: 0.5237556160208559, 0.007791876197205184
[drive_publisher-3] [INFO] [1732735735.479007541] [drone_home1.sim]: Sent: 0.637142440614367, 0.007791876197205184
[drive_publisher-3] [INFO] [1732735735.480797551] [drone_home1.sim]: Sent: 0.719117066889447, 0.007791876197205184
[drive_publisher-3] [INFO] [1732735735.482562470] [drone_home1.sim]: Sent: 0.719117066889447, 0.008939873364466581
[drive_publisher-3] [INFO] [1732735735.484325278] [drone_home1.sim]: Sent: 0.7853981633974483, 0.008939873364466581
[drive_publisher-3] [INFO] [1732735735.594273377] [drone_home1.sim]: Sent: 0.7853981633974483, 0.008939873364466581
[drive_publisher-3] [INFO] [1732735735.634044184] [drone_home1.sim]: Sent: 0.7853981633974483, 0.011210638213794335
[drive_publisher-3] [INFO] [1732735735.639007126] [drone_home1.sim]: Sent: 0.7853981633974483, 0.012346020638458213
[drive_publisher-3] [INFO] [1732735735.652883767] [drone_home1.sim]: Sent: 0.7853981633974483, 0.01349401780571961
[drive_publisher-3] [INFO] [1732735735.654647964] [drone_home1.sim]: Sent: 0.7853981633974483, 0.014629400230383486
[drive_publisher-3] [INFO] [1732735735.673966149] [drone_home1.sim]: Sent: 0.7365514925775427, 0.014629400230383486
[drive_publisher-3] [INFO] [1732735735.678884260] [drone_home1.sim]: Sent: 0.6388833833487627, 0.014629400230383486
[drive_publisher-3] [INFO] [1732735735.684895976] [drone_home1.sim]: Sent: 0.5394491457879343, 0.014629400230383486
[drive_publisher-3] [INFO] [1732735735.686195550] [drone_home1.sim]: Sent: 0.5394491457879343, 0.012346020638458213
[drive_publisher-3] [INFO] [1732735735.690634188] [drone_home1.sim]: Sent: 0.45051084220202864, 0.012346020638458213
[drive_publisher-3] [INFO] [1732735735.696878206] [drone_home1.sim]: Sent: 0.45051084220202864, 0.010075255789130459
[drive_publisher-3] [INFO] [1732735735.714088140] [drone_home1.sim]: Sent: 0.3598064102840745, 0.010075255789130459
